title,author,answer,citation
Love Comes Softly Love Comes Softly 1,"Oke, Janette","[1, ""Marty Claridge""]","['https://www.goodreads.com/book/show/65497.Love_Comes_Softly', 'https://goodreads.com/book/show/65497.Love_Comes_Softly__Love_Comes_Softly___1_', 'https://bookbrief.io/books/love-comes-softly-janette-oke/character-analysis', 'https://www.ebsco.com/research-starters/literature-and-writing/love-comes-softly-series-janette-oke', 'https://en.wikipedia.org/wiki/Love_Comes_Softly']"
The Breadwinner Trilogy The Breadwinner 13,"Ellis, Deborah","[1, ""Parvana""]","['https://en.wikipedia.org/wiki/The_Breadwinner_(novel)', 'http://deborahellis.com/the-breadwinner-series', 'https://www.litcharts.com/lit/the-breadwinner/characters', 'https://www.amightygirl.com/the-breadwinner-trilogy', 'https://en.wikipedia.org/wiki/The_Breadwinner_(film)']"
In the Night Room,"Straub, Peter","[1, ""Willy Patrick""]","['https://en.wikipedia.org/wiki/In_the_Night_Room', 'https://www.goodreads.com/book/show/1662562', 'https://www.bookclubforum.co.uk/community/topic/23-peter-straub-in-the-night-room/', 'https://www.goodreads.com/book/show/65506.In_the_Night_Room', 'https://www.nicholaskaufmann.com/2012/04/25/straubathon-in-the-night-room/']"
Herzog,"Bellow, Saul","[1, ""Madeleine""]","['https://www.sparknotes.com/lit/herzog/characters/', 'https://www.sparknotes.com/lit/herzog/mini-essays/', 'https://www.pbs.org/wnet/americanmasters/underneath-saul-bellows-characters-are-real-people/25264/', 'https://en.wikipedia.org/wiki/Herzog_(novel)', 'https://ccsenet.org/journal/index.php/elt/article/download/0/0/48052/51635']"
The Alienist Dr Laszlo Kreizler 1,"Carr, Caleb","[1, ""Sara Howard""]","['https://17thstreet.net/alienist-books/alienist-characters/alienist-character-list/main-characters/', 'https://17thstreet.net/alienist-books/alienist-characters/alienist-character-list/minor-characters/', 'https://study.com/academy/lesson/the-alienist-characters-setting.html', 'https://en.wikipedia.org/wiki/The_Alienist', 'https://en.wikipedia.org/wiki/The_Alienist_(TV_series)']"
Deadly Dcisions Temperance Brennan 3,"Reichs, Kathy","[1, ""Temperance Brennan""]","['https://baddiebookreviews.com/2024/03/13/deadly-decisions-by-kathy-reichs-temperance-brennan-3/', 'https://en.wikipedia.org/wiki/Deadly_D%C3%A9cisions', 'https://leahs-books.com/2022/02/17/deadly-decisions/', 'https://www.goodreads.com/book/show/128754.Deadly_Decisions', 'https://niallharran.com/tag/temperance-brennan/']"
Guinea Dog Guinea Dog 1,"Jennings, Patrick","[0, """"]","['https://goodreads.com/book/show/56442397.Guinea_Dog__Guinea_Dog___1_', 'https://everonward.typepad.com/bunny_logic/', 'https://www.bookshare.org/browse/grade?resultsView=LIST&offset=20500&sortOrder=PUBLICATION_DATE&grade=SIXTH_GRADE&limit=100&direction=ASC', 'https://www.bookshare.org/browse/grade?resultsView=TABLE&offset=20500&sortOrder=PUBLICATION_DATE&grade=SIXTH_GRADE&limit=100&direction=ASC', 'https://chapterbreak.net/2021/03/02/chapter-break-bingo-february2021-completed-cards/']"
Hard Rain Falling,"Carpenter, Don","[0, """"]","['https://en.wikipedia.org/wiki/Hard_Rain_Falling', 'https://www.goodreads.com/book/show/6553843', 'https://therumpus.net/2009/11/02/an-important-novelhard-rain-falling/', 'https://jamescrowley.substack.com/p/hard-rain-falling-don-carpenter-book', 'https://newbookrecommendation.com/summary-of-hard-rain-falling-by-don-carpenter-a-detailed-synopsis/']"
Sheet Music A Rock N Roll Love Story Sheet Music 1,"Lister, Ann","[1, ""Annie Logan""]","['https://www.goodreads.com/topic/show/12088511-mmc---non-reading-challenge---sign-ups-and-questions?page=20', 'https://www.romance.io/topics/most/rockstars,cheating/3', 'https://s.gr-assets.com/list/show/480.Epic_Rockstar_Stories?page=8', 'https://www.romance.io/topics/best/secret%20child/189', 'https://www.goodreads.com/book/show/6553859-sheet-music']"
Darkness,"Saul, John","[1, ""Kelly Anderson""]","['https://www.goodreads.com/book/show/2770637-darkness', 'https://newbookrecommendation.com/summary-of-darkness-by-john-saul-a-detailed-synopsis/', 'https://www.encyclopedia.com/arts/educational-magazines/saul-john-1942-john-w-saul-john-w-saul-iii-john-woodruff-saul-iii-john-saul-iii', 'https://www.addall.com/books-in-order/john-saul/', 'https://www.reviewstream.com/reviews/?p=62255']"
Charlie Bone and the Red Knight Children of the Red King 8,"Nimmo, Jenny","[1, ""Maisie Jones""]","['https://en.wikipedia.org/wiki/Children_of_the_Red_King', 'https://www.imdb.com/list/ls563398276/', 'https://www.goodreads.com/book/show/6554666-charlie-bone-and-the-red-knight', 'https://www.lovereading4kids.co.uk/extract/4488/Charlie-Bone-and-the-Red-Knight-Book-8-by-Jenny-Nimmo.html', 'https://summerreadingchallenge.org.uk/book/560062']"
The DeadTossed Waves The Forest of Hands and Teeth 2,"Ryan, Carrie","[1, ""Gabry""]","['https://en.wikipedia.org/wiki/The_Dead-Tossed_Waves', 'https://www.thebooksmugglers.com/2010/03/book-review-the-dead-tossed-waves-by-carrie-ryan.html', 'https://www.goodreads.com/book/show/6599301', 'https://kingofthenerds.wordpress.com/2011/09/02/review-the-dead-tossed-waves-by-carrie-ryan/', 'https://www.blinkist.com/en/books/the-dead-tossed-waves-en']"
Things My Girlfriend and I Have Argued About,"Millington, Mil","[1, ""Ursula""]","['https://www.goodreads.com/book/show/832177.Things_My_Girlfriend_and_I_Have_Argued_About', 'https://www.kirkusreviews.com/book-reviews/mil-millington/things-my-girlfriend-and-i-have-argued-about/', 'https://www.penguinrandomhouse.com/books/114952/things-my-girlfriend-and-i-have-argued-about-by-mil-millington/', 'https://www.kirkusreviews.com/book-reviews/mil-millington/things-my-girlfriend-and-i-have-argued-about/?page=80', 'https://www.goodreads.com/book/show/655566.Things_My_Girlfriend_and_I_Have_Argued_About']"
The Brides Necklace Necklace Trilogy 1,"Martin, Kat","[1, ""Victoria Temple Whiting""]","['https://www.goodreads.com/book/show/1584036', 'https://e.harlequin.com/shop/books/9781488031793_the-brides-necklace.html', 'https://www.librarything.com/work/903632', 'https://www.goodreads.com/book/show/65557.The_Bride_s_Necklace', 'https://www.katmartin.com/historical-romance/the-necklace-trilogy/the-brides-necklace/']"
Shadows,"Saul, John","[0, """"]","['https://www.betterworldbooks.com/product/detail/shadows-9780553074741', 'https://consideringstories.wordpress.com/2021/05/27/unloved/', 'https://www.librarything.com/work/3223507', 'https://reactormag.com/when-the-saul-blows/', 'http://toomuchhorrorfiction.blogspot.com/2024/']"
Divine Madness Cherub 5,"Muchamore, Robert","[0, """"]","['https://www.goodreads.com/topic/show/19586124-cherub-by-robert-muchamore---starting-7-november-with-the-recruit?page=3', 'https://annieblooms.com/book/9781442413641', 'https://dianesbooks.com/book/9780316039994', 'https://elmstreetbooks.com/book/9781250872456', 'https://chaucersbooks.com/book/9781368076609']"
Hells Heroes Demonata 10,"Shan, Darren","[0, """"]","['https://www.goodreads.com/book/show/6556261', 'https://www.barnesandnoble.com/w/hells-heroes-darren-shan/1100163921', 'https://www.nyxbookreviews.com/posts/demonata-series-7-10-mini-reviews/', 'https://pages.cs.wisc.edu/~nag/Homepage/data/HTML_BN/page_content_2136.html', 'https://www.youtube.com/watch?v=tXKX9EG9Kc0']"
Unholy Magic Downside Ghosts 2,"Kane, Stacia","[1, ""Chess Putnam""]","['https://www.goodreads.com/book/show/6557156-unholy-magic', 'https://www.barnesandnoble.com/w/unholy-magic-stacia-kane/1100294090', 'https://www.penguinrandomhouse.com/series/DWG/downside-ghosts/', 'https://www.escapistbookblog.com/?p=9714', 'http://michelelee.net/2010/07/01/unholy-magic-by-stacia-kane/']"
Bite Me A Love Story 3,"Moore, Christopher","[1, ""Abigail Von Normal""]","['https://www.goodreads.com/book/show/12184618-bite-me', 'https://www.goodreads.com/book/show/12854379', 'https://node2.wickedlocal.com/Book/form-signup/Resources:A4K6/download/christopher-moore-bite-me.pdf', 'https://www.romance.io/topics/best/vampires,behind-doors/9', 'https://www.inverteddungeon.com/index.php?section=literature&page=bloodsucking_fiends_03']"
Splendid Splendid Trilogy 1,"Quinn, Julia","[1, ""Emma Dunster""]","['https://juliaquinn.com/books/splendid/', 'https://www.goodreads.com/book/show/110382.Splendid', 'https://allaboutromance.com/book-review/splendid-julia-quinn/', 'https://www.goodreads.com/book/show/6435664', 'https://newbookrecommendation.com/summary-of-splendid-by-julia-quinn-a-detailed-synopsis/']"
Arrival The Phoenix Files 1,"Morphew, Chris","[1, ""Jordan Burke""]","['https://www.goodreads.com/book/show/6559815', 'https://www.goodreads.com/topic/show/21479528-need-ya-book-series-rec-for-young-reader-plz', 'https://www.bookshare.org/browse/category?resultsView=LIST&offset=18600&sortOrder=TITLE&direction=DESC&limit=50&key=Teens', 'http://www.healthylearningacademy.com/wp-content/uploads/2023/01/HLALibrary-Library-Export-1-24-2023.xlsx-Sheet1.pdf', 'https://wedareyou.tourismthailand.org/papersCollection/threads/filedownload.ashx/malathi_teacher_full_story_pdf.pdf']"
War and Peace,"Tolstoy, Leo","[1, ""Natasha Rostova""]","['https://www.sparknotes.com/lit/warandpeace/characters/', 'https://en.wikipedia.org/wiki/List_of_War_and_Peace_characters', 'https://www.litcharts.com/lit/war-and-peace/characters', 'https://www.ebsco.com/research-starters/literature-and-writing/war-and-peace-analysis-major-characters', 'https://leo-tolstoy.com/articles/female-images-in-the-works-of-leo-tolstoy-power-and-tragedy/']"
Happily Ever After Deep Haven 1,"Warren, Susan May","[1, ""Mona Reynolds""]","['https://staging.entrepreneur.nyu.edu/iguaranteel/venjoyc/efavouru/24650105/happily+ever+after+deep+haven+1.pdf', 'https://staging.entrepreneur.nyu.edu/vsoundz/cfillw/ypourq/65500751/happily+ever+after+deep+haven+1.pdf', 'https://soulinspirationz.weebly.com/susan-may-warren.html', 'https://www.goodreads.com/group/30109-happily-ever-after-cafe/comments/21894879-ipshita-miss-romanceaholic?page=3', 'https://give.globaluniversity.edu/27708626/rconnectsx/sprotectsz/uwondersp/sitting+in+a+tree+k-i-s-s-i-n-g.pdf']"
The Magicians Nephew Chronicles of Narnia 6,"Lewis, C.S.","[1, ""Polly Plummer""]","['https://www.litcharts.com/lit/the-magician-s-nephew/characters', 'https://www.gradesaver.com/the-magicians-nephew/study-guide/character-list', ""https://en.wikipedia.org/wiki/The_Magician's_Nephew"", 'https://classicsconsidered.com/2021/03/23/characters-layers-of-the-magicians-nephew-the-chronicles-of-narnia/', 'https://www.litcharts.com/lit/the-magician-s-nephew/characters/queen-jadis-the-witch']"
Walking to Gatlinburg,"Mosher, Howard Frank","[1, ""Slidell""]","['https://www.goodreads.com/book/show/6560820-walking-to-gatlinburg', 'https://www.bookbrowse.com/bb_briefs/detail/index.cfm/ezine_preview_number/4795/walking-to-gatlinburg', 'https://historicalnovelsociety.org/reviews/walking-to-gatlinburg/', 'https://www.powells.com/book/walking-to-gatlinburg-9780307450678', 'https://www.kirkusreviews.com/book-reviews/howard-frank-mosher/walking-to-gatlinburg/']"
Second Child,"Saul, John","[1, ""Melissa Holloway""]","['https://www.goodreads.com/book/show/1183736', 'https://www.librarything.com/work/3223507', 'https://alistaircross.wordpress.com/2021/09/28/second-child-by-john-saul/', 'https://mirandaburski.com/2014/11/17/book-recommendation-second-child-by-john-saul/', 'https://www.goodreads.com/book/show/6561.Second_Child']"
Six Graves to Munich,"Puzo, Mario","[0, """"]","['https://readerslibrary.org/wp-content/uploads/Six-Graves-to-Munich-1.pdf', 'https://www.goodreads.com/book/show/6751547-six-graves-to-munich', 'https://www.goodreads.com/book/show/6561385', 'https://www.deccanherald.com/features/perfect-killing-time-2566981', 'http://www.eurocrime.co.uk/reviews/Six_Graves_to_Munich.html']"
Creature,"Saul, John","[0, """"]","['https://jathanandheather.com/2020/06/08/the-god-project/', 'https://en.wikipedia.org/wiki/Saul_of_the_Mole_Men', 'https://jmunney.com/2015/06/02/the-super-female-postmodern-thing/', 'https://www.goodreads.com/book/show/2694973', 'https://www.barnesandnoble.com/w/creature-john-saul/1100290193']"
The Set Up Medusa Project 1,"McKenzie, Sophie","[1, ""Ketty""]","['https://thebibliomaniacbookblog.com/2013/03/27/the-medusa-project-the-set-up/', 'https://www.goodreads.com/book/show/6562560-the-set-up', 'https://www.goodreads.com/book/similar/18140061-jasmine-skies', 'https://kitabay.com/collections/all-active?page=63', 'https://bookish.livejournal.com/1743667.html']"
Str8te Boys,"Anderson, Evangeline","[0, """"]","['https://www.goodreads.com/book/show/6562748-str8te-boys', 'https://elisa-rolle.livejournal.com/699377.html', 'https://www.goodreads.com/list/book/6562748', 'https://familiardiversions.blogspot.com/2011/09/str8te-boys-e-novella-by-evangeline.html', 'https://joyfullyjay.com/2015/09/review-the-assignment-by-evangeline-anderson/']"
When the Wind Blows,"Saul, John","[1, ""Diana Amber""]","['https://www.goodreads.com/book/show/7891264', 'https://reactormag.com/when-the-saul-blows/', 'https://www.bookey.app/book/when-the-wind-blows-by-john-saul', 'https://www.goodreads.com/en/book/show/6563.When_the_Wind_Blows', 'https://www.barnesandnoble.com/w/when-the-wind-blows-john-saul/1000326279']"
In Dangers Path The Corps 8,"Griffin, W.E.B.","[0, """"]","['https://www.goodreads.com/book/show/6563566-in-danger-s-path', 'https://www.goodreads.com/book/similar/1057776-the-victim', 'https://en.wikipedia.org/wiki/The_Corps_Series', 'https://www.bookpage.com/reviews/315-w-e-b-griffin-review-mystery-suspense/', 'https://www.barnesandnoble.com/w/in-dangers-path-w-e-b-griffin/1100359133']"
The Shadow of the Wind The Cemetery of Forgotten Books 1,"Ruiz Zafón, Carlos","[1, ""Nuria Monfort""]","['https://www.litcharts.com/lit/the-shadow-of-the-wind/characters', 'https://bookriot.com/sexism-killed-my-interest-in-the-shadow-of-the-wind/', 'https://amandasbookcorner.com/2020/11/20/the-shadow-of-the-wind/', 'https://watercolorstain.wordpress.com/2019/03/25/carlos-ruiz-zafon-the-shadow-of-the-wind/', 'https://www.hastybooklist.com/blog/book-review-the-shadow-of-the-wind']"
Wicked Deeds on a Winters Night Immortals After Dark 4,"Cole, Kresley","[1, ""Mariketa the Awaited""]","['https://www.goodreads.com/book/show/435045.Wicked_Deeds_on_a_Winter_s_Night', 'https://redhairedashreads.com/2024/02/23/review-wicked-deeds-on-a-winters-night-by-kresley-cole/', 'https://kresleycole.com/bookshelf/the-immortals-after-dark-series/immortals-after-dark-character-descriptions/', 'https://kresleycole.com/books/wicked-deeds-on-a-winters-night/', 'https://www.goodreads.com/book/show/6563748']"
Declaring Spinsterhood,"Braziel, Jamie Lynn","[1, ""Emma Bailey""]","['https://goodreads.com/book/show/9690943.Declaring_Spinsterhood', 'https://thereadingfrenzy.blogspot.com/2011/05/review-of-declaring-spinsterhood-by.html', 'https://www.goodreads.com/author/show/2967837.Jamie_Lynn_Braziel', 'https://www.booktopia.com.au/declaring-spinsterhood-jamie-lynn-braziel/book/9781935597544.html', 'https://jhalabi.com/reading/']"
The Silver Chair Chronicles of Narnia 4,"Lewis, C.S.","[1, ""Jill Pole""]","['https://www.litcharts.com/lit/the-silver-chair/characters', 'https://en.wikipedia.org/wiki/Lady_of_the_Green_Kirtle', 'https://community.narniaweb.com/index.php/community/talk-about-narnia/female-roles-in-narnia/', 'https://www.litcharts.com/lit/the-silver-chair/characters/the-queen-of-the-underland', 'https://www.gradesaver.com/the-silver-chair/study-guide/character-list']"
The Last Innocent Man,"Margolin, Phillip","[1, ""Valerie""]","['https://en.wikipedia.org/wiki/The_Last_Innocent_Man', 'https://www.goodreads.com/book/show/2430908.Last_Innocent_Man', 'http://www.publishersweekly.com/9781611062199', 'https://www.law.nyu.edu/alumni/almo/pastalmos/20042005almos/phillipmargolinaugust', 'https://www.barnesandnoble.com/w/the-last-innocent-man-phillip-margolin/1100151851']"
The Last Great Dance on Earth Josephine Bonaparte 3,Sandra Gulland,"[1, ""Josephine Bonaparte""]","['https://www.pinterest.com/pin/the-last-great-dance-on-earth-josephine-bonaparte-3--324470348168385548/', 'https://www.goodreads.com/list/show/98526._Josephine_?page=2', 'https://www.goodreads.com/topic/show/17004-what-have-you-read-lately?page=29', 'https://s.gr-assets.com/author/show/39621?order=a&page=1', 'https://www.shortform.com/best-books/genre/best-french-history-books-of-all-time']"
Tangled,"Mackler, Carolyn","[1, ""Jena""]","['https://readingbookswithcoffee.com/2016/01/22/book-review-tangled-by-carolyn-mackler/', 'http://www.juliannguerra.com/2016/05/tangled-by-carolyn-mackler-book-review.html', 'https://www.goodreads.com/book/show/206158780', 'https://marbleheadcharter.org/bookblog/tangled/', 'https://hcpl.overdrive.com/hcpl-visitor/content/media/302250']"
Crocodile Tears Alex Rider 8,"Horowitz, Anthony","[1, ""Sabina Pleasure""]","['https://en.wikipedia.org/wiki/List_of_Alex_Rider_characters', 'https://www.blacksbookshop.com/pages/books/13097/anthony-horowitz/crocodile-tears-alex-rider-8', 'https://fliphtml5.com/dpyic/nygl/Alex_Rider_Book_8_-_Crocodile_Tears/', 'https://www.goodreads.com/book/show/6566616-crocodile-tears', 'https://library.teachingbooks.net/tb.cgi?tid=20060']"
Heat Wave Nikki Heat 1,"Castle, Richard","[1, ""Nikki Heat""]","['https://www.goodreads.com/book/show/16688314', 'https://www.imdb.com/title/tt1628162/', 'https://ratedreads.com/heat-wave/', 'https://kingsriverlife.com/01/22/heat-wave/', 'https://en.wikipedia.org/wiki/Heat_Wave_(novel)']"
The Boleyn Inheritance The Tudor Court 3,"Gregory, Philippa","[1, ""Jane Boleyn""]","['https://booksonthe747.com/2018/09/25/review-the-boleyn-inheritance-by-philippa-gregory/', 'https://michaelbernabo.com/2023/04/book-report-the-boleyn-inheritance/', 'https://funfandomblog.wordpress.com/2020/04/13/the-boleyn-inheritance-book-review/', 'https://www.carlanayland.org/reviews/boleyn_inheritance.htm', 'https://www.philippagregory.com/books/the-boleyn-inheritance']"
Fallen Skies,"Gregory, Philippa","[1, ""Lily Valance""]","['https://catherinemeyrick.com/2019/10/18/book-review-fallen-skies-by-philippa-gregory/', 'https://www.goodreads.com/book/show/1925458', 'https://parents.simonandschuster.com/9781416593140', 'https://www.bookbrowse.com/bb_briefs/detail/index.cfm/ezine_preview_number/3218/fallen-skies', 'https://en.wikipedia.org/wiki/Philippa_Gregory']"
Will Grayson Will Grayson,"Green, John","[1, ""Jane Turner""]","['https://en.wikipedia.org/wiki/Will_Grayson,_Will_Grayson', 'https://www.sparknotes.com/lit/will-grayson-will-grayson/characters/', 'https://www.shmoop.com/study-guides/will-grayson-will-grayson/characters.html', 'https://www.johngreenbooks.com/will-grayson-faq', 'http://wgwg-book-report.weebly.com/characters.html']"
Runaway Twin,"Kehret, Peg","[1, ""Sunny Skyland""]","['https://www.supersummary.com/runaway-twin/summary/', 'https://www.wakefieldbooks.com/book/9780142418499', 'https://www.goodreads.com/book/6567050/questions', 'https://www.teenink.com/reviews/book_reviews/article/648166/Runaway-twin-by-Peg-Kehret', 'https://ianwoodnovellum.blogspot.com/2019/08/runaway-twin-by-peg-kehret.html?m=0']"
The Prom Queen Fear Street 15,"Stine, R.L.","[1, ""Lizzy""]","['https://thelibraryladies.com/2017/02/21/a-revisit-to-fear-street-the-prom-queen-fear-street-15/', 'https://thelibraryladies.com/category/a-revisit-to-fear-street/page/7/', 'https://bloody-disgusting.com/editorials/3671731/10-classic-fear-street-books-read-movies/', 'http://www.yolandasfetsos.com/2024/04/', 'https://app.thestorygraph.com/book_reviews/08b3c431-1e0a-4ffc-bf43-2e7f38047d8a?page=3']"
Mrs Patty Is Batty My Weird School 13,"Gutman, Dan","[0, """"]","['https://www.goodreads.com/book/show/6567479', 'https://thryft.asia/collections/primary-2-grade-2-books/products/mrs-patty-is-batty-my-weird-school', 'https://boulderjunction.northernwaters.org/Record/.b16091462?searchId=&recordIndex=13&page=', 'https://sanjose.overdrive.com/media/211234', 'https://en.wikipedia.org/wiki/My_Weird_School']"
Enslave Me Sweetly Alien Huntress 2,"Showalter, Gena","[1, ""Eden Black""]","['https://www.goodreads.com/book/show/6567506-enslave-me-sweetly', 'https://secondstartotherightbooks.com/book/9780743497503', 'https://www.goodreads.com/list/show/51862.Alien_Heroines_in_Sci_Fi_Romance_Romantic_SF', 'https://philosophersandfools.com/search?type=author&q=Showalter%2C+Gena&page=1', 'https://pdfkonyvekhelye.hu/online-konyvek-olvass-letoltes-nelkul/']"
Equal Rites Discworld 3,"Pratchett, Terry","[1, ""Eskarina Smith""]","['https://en.wikipedia.org/wiki/Equal_Rites', 'https://www.speculativeinsight.com/essays/men-who-respect-witches-1', 'https://wiki.lspace.org/List_of_Pratchett_characters', 'https://mariascorner.substack.com/p/book-review-equal-rites-by-sir-terry', 'https://gardenofwords.com/2015/03/13/was-terry-pratchett-a-feminist/']"
Like Dandelion Dust,"Kingsbury, Karen","[1, ""Molly Campbell""]","['https://en.wikipedia.org/wiki/Like_Dandelion_Dust', 'https://www.imdb.com/title/tt0981042/', 'https://www.tvguide.com/movies/like-dandelion-dust/cast/2030281229/', 'https://karenkingsburybookstore.com/products/like-dandelion-dust-autographed', 'https://www.pluggedin.com/movie-reviews/likedandeliondust/']"
The Red Gloves Collection Red Gloves 14,"Kingsbury, Karen","[1, ""Gideon""]","['https://www.goodreads.com/book/show/21288853', 'https://guideposts.org/shop/product/red-gloves-collection/', 'http://bookloons.com/cgi-bin/Review.ASP?bookid=6982', 'https://www.goodreads.com/series/58740-the-red-gloves', 'https://en.wikipedia.org/wiki/Karen_Kingsbury']"
Whistling In the Dark,"Kagen, Lesley","[1, ""Sally O'Malley""]","['https://www.townhalllibrary.org/whistling-in-the-dark-by-leslie-kagen/', 'https://scuffedgranny.com/2021/07/21/whistling-in-the-dark-by-lesley-kagen/', 'https://www.goodreads.com/book/show/913689.Whistling_in_the_Dark', 'https://en.wikipedia.org/wiki/Lesley_Kagen', 'https://www.barnesandnoble.com/w/whistling-in-the-dark-lesley-kagen/1100362592']"
Monster,"Peretti, Frank E.","[1, ""Rebecca Shelton""]","['https://en.wikipedia.org/wiki/Monster_(Peretti_novel)', 'https://www.pluggedin.com/book-reviews/monster/', 'https://cbn.com/article/not-selected/frank-peretti-creating-monster', 'https://www.goodreads.com/book/show/11110172-monster', 'https://www.christianbook.com/monster-paperback-frank-peretti/9781401685218/pd/685218']"
The Year of the Hare,"Paasilinna, Arto","[0, """"]","['https://readingandwatchingtheworld.home.blog/2023/06/22/the-year-of-the-hare-by-arto-paasilinna-finnish-book-of-the-month/', 'https://assets.thestorygraph.com/book_reviews/794724a9-4c50-4e18-9ce1-74a6332652a0', 'https://elysafaithng.wordpress.com/2017/06/10/the-year-of-the-hare-by-arto-paasilinna/', 'https://app.thestorygraph.com/book_reviews/794724a9-4c50-4e18-9ce1-74a6332652a0', 'http://jim-murdoch.blogspot.com/2012/12/the-year-of-hare.html']"
The Target FBI Thriller 3,"Coulter, Catherine","[1, ""Molly""]","['https://www.goodreads.com/book/show/30161.The_Target', 'https://www.goodreads.com/book/show/2471177', 'https://www.romance.io/series/58fe0bf39096bf31c42d3194/fbi-thriller', 'https://www.romance.io/authors/54552bc68c7d2383163d8ff2/catherine-coulter', 'https://www.instagram.com/evesbookdepot/p/DI1gr7WIqhY/?api=%E6%8E%A8%E7%89%B9%E8%87%AA%E5%8A%A8%E5%8F%91%E6%B6%88%E6%81%AF%E7%A5%9E%E5%99%A8%F0%9F%A7%A7-%5B%E8%AE%A4%E5%87%86%E5%A4%A7%E8%BD%A9TG%3A%40TC2397431747%5D-Twitter%E7%A7%81%E4%BF%A1%E5%BC%95%E6%B5%81%E5%8A%A9%E6%89%8B%2FTwitter%E7%BE%A4%E5%8F%91%E8%BD%AF%E4%BB%B6.sfht']"
Heartsick Archie Sheridan  Gretchen Lowell 1,"Cain, Chelsea","[1, ""Gretchen Lowell""]","['https://kristophercook.com/heartsick-by-chelsea-cain-book-review/', 'https://melovebooks.wordpress.com/2016/06/08/book-review-heartsick-by-chelsea-cain/', 'https://eclecticreview.com/2019/06/29/book-review-heartsick-by-chelsea-cain-0312368461/', 'https://allaboutromance.com/book-review/heartsick-by-chelsea-cain/', 'https://www.kirkusreviews.com/book-reviews/chelsea-cain/heartsick/']"
The Scarlet Thread,"Rivers, Francine","[1, ""Sierra Madrid""]","['https://bookbrief.io/books/the-scarlet-thread-francine-rivers/character-analysis', 'http://nastassjaloots.blogspot.com/2012/07/scarlet-thread-francine-rivers.html', 'https://francinerivers.com/books/novels/the-scarlet-thread/', 'https://www.goodreads.com/book/show/17401132', 'https://newbookrecommendation.com/summary-of-the-scarlet-thread-by-francine-rivers-a-detailed-synopsis/']"
Kallocain,"Boye, Karin","[1, ""Linda""]","['https://en.wikipedia.org/wiki/Karin_Boye', 'https://www.imdb.com/title/tt0264984/', 'https://50wattsbooks.com/products/kallocain-penguin-classics', 'https://fictionbywomenmap.com/2020/08/15/sweden-kallocain-karin-boye/', 'https://www.bookey.app/book/kallocain']"
The Morganville Vampires Volume 1 The Morganville Vampires 12,"Caine, Rachel","[1, ""Claire Danvers""]","['https://www.goodreads.com/book/show/40811548', 'https://www.supersummary.com/black-dawn/book-brief/', 'https://nashpac.carlconnect.com/?section=resource&resourceid=4430946', 'https://yabookscentral.com/the-morganville-vampires-glass-houses/', 'https://www.fictiondb.com/author/rachel-caine~39124.htm']"
Suffer the Children,"Saul, John","[1, ""Rose Conger""]","['https://www.goodreads.com/book/show/6572.Suffer_the_Children', 'https://www.dlsreviews.com/suffer-the-children.php', 'https://vaultofevil.proboards.com/thread/3086/john-saul-suffer-children', 'http://brianbookreviews.blogspot.com/2017/05/suffer-children-by-john-saul.html', 'https://newbookrecommendation.com/summary-of-suffer-the-children-by-john-saul-a-detailed-synopsis/']"
White Noise,"DeLillo, Don","[1, ""Babette""]","['https://www.sparknotes.com/lit/whitenoise/characters/', 'https://www.litcharts.com/lit/white-noise/characters', 'https://en.wikipedia.org/wiki/White_Noise_(novel)', 'https://theadroitjournal.org/2018/08/17/feminist-fridays-don-delillos-white-noise-is-relevant-again/', 'https://www.brownnoiseradio.com/resources/exploring-the-character-of-babette-in-white-noise']"
Twilight Een levensgevaarlijke liefde Twilight 1,"Meyer, Stephenie","[1, ""Bella Swan""]","['https://en.wikipedia.org/wiki/List_of_Twilight_characters', 'https://stepheniemeyer.com/the-story-of-twilight-getting-published/', 'https://www.sparknotes.com/lit/twilight/characters/', 'https://www.youtube.com/watch?v=1SQ9bJIhcJ0']"
The Bean Trees,"Kingsolver, Barbara","[1, ""Taylor Greer""]","['https://www.sparknotes.com/lit/beantrees/characters/', 'https://www.litcharts.com/lit/the-bean-trees/characters', 'https://en.wikipedia.org/wiki/The_Bean_Trees', 'https://www.sparknotes.com/lit/beantrees/character/taylor-greer/', 'https://www.ebsco.com/research-starters/literature-and-writing/bean-trees-barbara-kingsolver']"
The Color of Lightning,"Jiles, Paulette","[1, ""Mary Johnson""]","['https://bookbrief.io/books/the-color-of-lightning-paulette-jiles/character-analysis', 'https://historicalnovelsociety.org/reviews/the-color-of-lightning/', 'https://www.bookrags.com/studyguide-the-color-of-lightning/', 'https://www.goodreads.com/book/show/59041226-the-color-of-lightning', 'https://rhapsodyinbooks.wordpress.com/2020/06/08/review-of-the-color-of-lightning-by-paulette-jiles/']"
The Devils Labyrinth,"Saul, John","[0, """"]","['https://audiobookstore.com/audiobooks/the-devils-labyrinth.aspx', 'https://www.ebay.co.uk/itm/126151519519', 'https://www.tiktok.com/@jasonreads/video/7416094961885580549', 'https://www.scribd.com/document/39106338/God-s-For-BEAR-ance-With-Bullies-condensed-version', 'https://newspaperarchive.com/wilson-daily-times-sep-27-2007-p-16/']"
